"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Sun Feb 05 07:42:42 GMT 2023","Sun Feb 05 07:42:42 GMT 2023","1","","login","","login","#Negative should deny access with wrong credentials ","#Negative should deny access with wrong credentials ",""
"passed","Sun Feb 05 07:42:42 GMT 2023","Sun Feb 05 07:42:52 GMT 2023","9862","","login","","login","#Regression #UAT should allow access to welcome page with correct credentials ","#Regression #UAT should allow access to welcome page with correct credentials ",""
